Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73
SRR16683556_2 - polyg	(1, 0.061009677118581226)	(2, 0.06108309429922934)	(3, 0.06122992866052556)	(4, 0.061303345841173675)	(5, 0.061964100467006684)	(6, 0.06211093482830291)	(7, 0.062331186370247246)	(8, 0.06240460355089536)	(9, 0.062478020731543474)	(10, 0.06255143791219159)	(12, 0.06299194099608026)	(14, 0.06317548394770053)	(16, 0.06332231830899676)	(18, 0.064129907296126)	(20, 0.06431345024774628)	(22, 0.06460711897033872)	(24, 0.0650476220542274)	(26, 0.06567166808973635)	(28, 0.06644254848654152)	(30, 0.06728684606399482)	(32, 0.06758051478658728)	(34, 0.06827797800274432)	(36, 0.06908556698987356)	(38, 0.06985644738667875)	(40, 0.07059061919315987)	(42, 0.07114124804802072)	(44, 0.07187541985450183)	(46, 0.07231592293839051)	(48, 0.07279313461260323)	(50, 0.07316022051584378)	(52, 0.07338047205778814)	(54, 0.07411464386426925)	(56, 0.07462856412880603)	(58, 0.07488552426107442)	(60, 0.07543615311593527)	(62, 0.07595007338047205)	(64, 0.07620703351274045)	(66, 0.07653741082565696)	(68, 0.07672095377727724)	(70, 0.07705133109019374)	(72, 0.07763866853537864)	(74, 0.07815258879991542)	(76, 0.07885005201607248)	(78, 0.07958422382255362)	(80, 0.08013485267741445)	(82, 0.08094244166454369)	(84, 0.08145636192908047)	(86, 0.08226395091620971)	(88, 0.083108248493663)	(90, 0.08340191721625545)	(92, 0.08384242030014412)	(94, 0.08472342646792147)	(96, 0.08501709519051391)	(98, 0.08545759827440258)	(100, 0.08560443263569881)	(102, 0.0857879755873191)	(104, 0.08637531303250398)	(106, 0.08674239893574455)	(108, 0.08699935906801294)	(110, 0.08732973638092945)	(112, 0.08784365664546623)	(114, 0.0885411198616233)	(116, 0.08909174871648415)	(118, 0.08975250334231716)	(120, 0.09041325796815017)	(122, 0.09118413836495534)	(124, 0.09261577338759353)	(126, 0.094230951361852)	(128, 0.09591954651675857)	(130, 0.09775497603296138)	(132, 0.10017774299434908)	(134, 0.10234354982346838)	(136, 0.10491315114615232)	(138, 0.10674858066235512)
SRR16683557_2 - polyg	(1, 0.07222567166182813)	(2, 0.07222567166182813)	(3, 0.07229279589199711)	(4, 0.07249416858250407)	(5, 0.07336678357470088)	(6, 0.0737024047255458)	(7, 0.07383665318588377)	(8, 0.07410515010655971)	(9, 0.0741722743367287)	(10, 0.0746085818328271)	(12, 0.0751120135590945)	(14, 0.0759510664362068)	(16, 0.07635381181722073)	(18, 0.07665587085298116)	(20, 0.07699149200382607)	(22, 0.07746136161500898)	(24, 0.07762917219043144)	(26, 0.07796479334127637)	(28, 0.07819972814686782)	(30, 0.07883740833347318)	(32, 0.07947508852007854)	(34, 0.08004564447651491)	(36, 0.08122031850447214)	(38, 0.08212649561175345)	(40, 0.08276417579835882)	(42, 0.08320048329445723)	(44, 0.0837710392508936)	(46, 0.0841737846319075)	(48, 0.08504639962410432)	(50, 0.08571764192579417)	(52, 0.08608682519172359)	(54, 0.0864895705727375)	(56, 0.08756355825544127)	(58, 0.08793274152137068)	(60, 0.08843617324763807)	(62, 0.08893960497390546)	(64, 0.08954372304542632)	(66, 0.09018140323203168)	(68, 0.09071839707338356)	(70, 0.091020456109144)	(72, 0.09155744995049589)	(74, 0.09212800590693226)	(76, 0.0927992482086221)	(78, 0.09350405262539646)	(80, 0.0941752949270863)	(82, 0.09477941299860718)	(84, 0.09548421741538152)	(86, 0.0960212112567334)	(88, 0.09719588528469064)	(90, 0.0978671275863805)	(92, 0.09857193200315484)	(94, 0.09914248795959121)	(96, 0.09971304391602759)	(98, 0.10004866506687252)	(100, 0.10058565890822439)	(102, 0.10095484217415382)	(104, 0.10155896024567468)	(106, 0.1019281435116041)	(108, 0.10253226158312498)	(110, 0.10320350388481482)	(112, 0.1037404977261667)	(114, 0.10431105368260307)	(116, 0.10535147925022234)	(118, 0.10622409424241916)	(120, 0.10702958500444698)	(122, 0.10807001057206625)	(124, 0.10900974979443204)	(126, 0.11001661324696682)	(128, 0.11129197362017754)	(130, 0.1128693930291487)	(132, 0.1151180547398097)	(134, 0.11706465741471028)	(136, 0.11968250239130071)	(138, 0.12209897467738418)
SRR16683558_2 - polyg	(1, 0.08020879818179207)	(2, 0.08020879818179207)	(3, 0.08042155361463502)	(4, 0.08079387562211018)	(5, 0.08137895306242829)	(6, 0.08159170849527124)	(7, 0.08185765278632494)	(8, 0.08196403050274641)	(9, 0.08217678593558936)	(10, 0.08257570237216989)	(12, 0.08337353524533095)	(14, 0.08382564054012222)	(16, 0.08406499040207054)	(18, 0.08433093469312422)	(20, 0.08472985112970476)	(22, 0.08531492857002287)	(24, 0.08597978929765708)	(26, 0.08659146116708055)	(28, 0.08730951075292552)	(30, 0.08829350462982416)	(32, 0.08906474307387985)	(34, 0.08983598151793555)	(36, 0.09084656982393956)	(38, 0.09135186397694156)	(40, 0.09188375255904895)	(42, 0.09236245228294557)	(44, 0.09286774643594758)	(46, 0.0932666628725281)	(48, 0.09358579602179254)	(50, 0.09406449574568918)	(52, 0.09478254533153413)	(54, 0.0956601614920113)	(56, 0.09645799436517236)	(58, 0.09698988294727973)	(60, 0.09773452696223006)	(62, 0.09826641554433743)	(64, 0.09887808741376092)	(66, 0.09930359827944682)	(68, 0.09978229800334346)	(70, 0.1003407810145562)	(72, 0.100686508592926)	(74, 0.10156412475340315)	(76, 0.10238855205566959)	(78, 0.1030534127833038)	(80, 0.10345232921988434)	(82, 0.10395762337288633)	(84, 0.10470226738783667)	(86, 0.10581923341026216)	(88, 0.10656387742521248)	(90, 0.10701598272000373)	(92, 0.10749468244390038)	(94, 0.10789359888048092)	(96, 0.10831910974616682)	(98, 0.10863824289543123)	(100, 0.10906375376111714)	(102, 0.10924991476485471)	(104, 0.109702020059646)	(106, 0.11010093649622651)	(108, 0.11065941950743927)	(110, 0.11103174151491443)	(112, 0.11159022452612716)	(114, 0.1119891409627077)	(116, 0.1129199459813956)	(118, 0.11416988414934792)	(120, 0.11557938889193248)	(122, 0.11693570477630627)	(124, 0.11829202066068009)	(126, 0.12060573599284716)	(128, 0.12313220675785719)	(130, 0.1261905661049746)	(132, 0.12919573659388126)	(134, 0.1334242508216349)	(136, 0.13751979290386168)	(138, 0.14126960740771866)
SRR16683559_2 - polyg	(1, 0.06566613532236558)	(2, 0.06566613532236558)	(3, 0.06588096455460887)	(4, 0.06609579378685217)	(5, 0.06659706199541984)	(6, 0.06681189122766314)	(7, 0.06695511071582533)	(8, 0.06709833020398752)	(9, 0.06724154969214971)	(10, 0.06752798866847409)	(12, 0.06820828123724451)	(14, 0.06874535431785274)	(16, 0.06896018355009603)	(18, 0.06903179329417712)	(20, 0.06931823227050152)	(22, 0.06964047611886645)	(24, 0.07010593945539358)	(26, 0.07039237843171797)	(28, 0.07085784176824508)	(30, 0.07132330510477222)	(32, 0.0718245733133399)	(34, 0.07243325613802921)	(36, 0.07297032921863744)	(38, 0.07332837793904293)	(40, 0.0737580364035295)	(42, 0.07425930461209718)	(44, 0.07472476794862432)	(46, 0.07508281666902979)	(48, 0.07615696283024624)	(50, 0.0769446700151383)	(52, 0.07723110899146268)	(54, 0.07780398694411146)	(56, 0.07873491361716571)	(58, 0.07905715746553066)	(60, 0.07966584029021997)	(62, 0.08023871824286874)	(64, 0.08045354747511203)	(66, 0.0808832059395986)	(68, 0.08142027902020685)	(70, 0.08181413261265287)	(72, 0.0821363764610178)	(74, 0.08274505928570712)	(76, 0.08353276647059919)	(78, 0.0842130590393696)	(80, 0.08460691263181563)	(82, 0.08514398571242386)	(84, 0.08560944904895099)	(86, 0.0862181318736403)	(88, 0.08693422931445127)	(90, 0.08736388777893786)	(92, 0.08790096085954607)	(94, 0.08840222906811376)	(96, 0.08883188753260034)	(98, 0.08936896061320856)	(100, 0.09026408241422226)	(102, 0.09076535062278994)	(104, 0.0916246675517631)	(106, 0.09230496012053352)	(108, 0.09298525268930394)	(110, 0.09341491115379053)	(112, 0.09388037449031764)	(114, 0.09416681346664203)	(116, 0.0948113011633719)	(118, 0.0958496424525478)	(120, 0.09645832527723712)	(122, 0.09731764220621028)	(124, 0.09835598349538618)	(126, 0.09978817837700812)	(128, 0.10118456838658951)	(130, 0.10279578762841418)	(132, 0.10412056789391447)	(134, 0.10591081149594188)	(136, 0.10791588433021258)	(138, 0.10984934742040219)
SRR16683560_2 - polyg	(1, 0.05937221477001206)	(2, 0.05944125222904696)	(3, 0.059510289688081856)	(4, 0.05957932714711675)	(5, 0.06061488903264022)	(6, 0.060891038868779813)	(7, 0.061167188704919405)	(8, 0.061374301082024095)	(9, 0.061650450918163686)	(10, 0.06189208202478583)	(12, 0.06220275059044286)	(14, 0.06306571882837908)	(16, 0.06341090612355357)	(18, 0.06375609341872807)	(20, 0.0645500241976294)	(22, 0.06555106735363542)	(24, 0.06669018542771121)	(26, 0.06800189714937428)	(28, 0.06841612190358368)	(30, 0.06903745903489775)	(32, 0.07014205837945611)	(34, 0.07114310153546213)	(36, 0.07231673833905539)	(38, 0.07335230022457885)	(40, 0.07421526846251508)	(42, 0.07473304940527681)	(44, 0.07525083034803853)	(46, 0.07597572366790498)	(48, 0.0768386919058412)	(50, 0.07770166014377741)	(52, 0.07821944108653914)	(54, 0.07897885313592301)	(56, 0.08022152739855118)	(58, 0.08153323912021423)	(60, 0.08239620735815045)	(62, 0.0829830257599471)	(64, 0.08336273178463903)	(66, 0.08446733112919738)	(68, 0.08508866826051148)	(70, 0.08574452412134301)	(72, 0.08626230506410473)	(74, 0.08653845490024432)	(76, 0.08712527330204095)	(78, 0.08798824153997717)	(80, 0.08905832215501809)	(82, 0.09040455260619859)	(84, 0.09137107703268717)	(86, 0.09219952654110594)	(88, 0.0931660509675945)	(90, 0.09344220080373411)	(92, 0.09402901920553072)	(94, 0.09471939379587971)	(96, 0.09544428711574612)	(98, 0.09630725535368236)	(100, 0.09734281723920582)	(102, 0.09779156072293266)	(104, 0.09827482293617694)	(106, 0.09889616006749102)	(108, 0.09989720322349704)	(110, 0.10089824637950305)	(112, 0.10131247113371245)	(114, 0.10220995810116612)	(116, 0.10321100125717213)	(118, 0.10400493203607346)	(120, 0.10459175043787008)	(122, 0.10548923740532376)	(124, 0.10649028056132977)	(126, 0.10807814211913241)	(128, 0.10932081638176058)	(130, 0.11049445318535384)	(132, 0.1119442398250867)	(134, 0.11398084486661618)	(136, 0.11560322515393628)	(138, 0.11694945560511678)
SRR16683561_2 - polyg	(1, 0.06332598959859065)	(2, 0.06344154797377057)	(3, 0.06378822309931029)	(4, 0.0640193398496701)	(5, 0.06477046928833953)	(6, 0.06511714441387925)	(7, 0.06557937791459889)	(8, 0.06569493628977881)	(9, 0.06586827385254868)	(10, 0.06615716979049843)	(12, 0.0664749553222432)	(14, 0.0671105263857327)	(16, 0.06728386394850257)	(18, 0.06754387029265736)	(20, 0.06786165582440212)	(22, 0.06832388932512176)	(24, 0.06881501241963636)	(26, 0.06939280429553593)	(28, 0.06988392739005053)	(30, 0.07037505048456516)	(32, 0.07106840073564462)	(34, 0.07150174464256928)	(36, 0.07219509489364874)	(38, 0.0727728867695483)	(40, 0.07320623067647294)	(42, 0.07372624336478255)	(44, 0.07407291849032227)	(46, 0.0747951583351967)	(48, 0.07528628142971133)	(50, 0.07609519005597071)	(52, 0.07664409233807527)	(54, 0.07751078015192459)	(56, 0.07817524080920908)	(58, 0.0787819222789036)	(60, 0.07935971415480315)	(62, 0.07976416846793284)	(64, 0.0804575187190123)	(66, 0.08120864815768172)	(68, 0.08195977759635113)	(70, 0.08253756947225067)	(72, 0.08305758216056028)	(74, 0.08360648444266484)	(76, 0.0841842763185644)	(78, 0.08484873697584888)	(80, 0.08554208722692834)	(82, 0.0860909895090329)	(84, 0.0866110021973425)	(86, 0.08718879407324205)	(88, 0.08770880676155166)	(90, 0.08857549457540097)	(92, 0.08921106563889047)	(94, 0.08984663670238)	(96, 0.09048220776586949)	(98, 0.09132000598592384)	(100, 0.0917533498928485)	(102, 0.09204224583079827)	(104, 0.09314005039500742)	(106, 0.09377562145849692)	(108, 0.09461341967855127)	(110, 0.09533565952342571)	(112, 0.09608678896209512)	(114, 0.09669347043178964)	(116, 0.09744459987045906)	(118, 0.09819572930912848)	(120, 0.09912019631056776)	(122, 0.10036244884375178)	(124, 0.10105579909483126)	(126, 0.10206693487765546)	(128, 0.1036847521301742)	(130, 0.10541812775787285)	(132, 0.1075270681049062)	(134, 0.10989601479609436)	(136, 0.11206273433071767)	(138, 0.11342054523908161)
SRR16683562_2 - polyg	(1, 0.07907603785324098)	(2, 0.07912872009031843)	(3, 0.07949749574986052)	(4, 0.07965554246109285)	(5, 0.08065650496556426)	(6, 0.08113064509926124)	(7, 0.08165746747003566)	(8, 0.0817101497071131)	(9, 0.08218428984081008)	(10, 0.0825794066188909)	(12, 0.08310622898966533)	(14, 0.08352768688628487)	(16, 0.08397548590144313)	(18, 0.08473937833906603)	(20, 0.08521351847276301)	(22, 0.08563497636938255)	(24, 0.08637252768846676)	(26, 0.08734714907439944)	(28, 0.0881637237490998)	(30, 0.08884859283110655)	(32, 0.0896651675058069)	(34, 0.09045540106196853)	(36, 0.09124563461813018)	(38, 0.09232562047821774)	(40, 0.0930368306787632)	(42, 0.09332658298268914)	(44, 0.09414315765738951)	(46, 0.09464363890962521)	(48, 0.09530216687309323)	(50, 0.09588167148094509)	(52, 0.09627678825902591)	(54, 0.09693531622249395)	(56, 0.09772554977865558)	(58, 0.09843675997920105)	(60, 0.09917431129828524)	(62, 0.09933235800951758)	(64, 0.0997538159061371)	(66, 0.10022795603983409)	(68, 0.10064941393645363)	(70, 0.10128160078138294)	(72, 0.10204549321900586)	(74, 0.10299377348639982)	(76, 0.10391571263525506)	(78, 0.10467960507287796)	(80, 0.10512740408803624)	(82, 0.10581227317004299)	(84, 0.10636543665935613)	(86, 0.10710298797844033)	(88, 0.10778785706044708)	(90, 0.10828833831268278)	(92, 0.10892052515761208)	(94, 0.10965807647669627)	(96, 0.11047465115139662)	(98, 0.11113317911486467)	(100, 0.11168634260417781)	(102, 0.1120551182637199)	(104, 0.11258194063449434)	(106, 0.11345119754627213)	(108, 0.11434679557658864)	(110, 0.11492630018444051)	(112, 0.1157955570962183)	(114, 0.11650676729676379)	(116, 0.11771845874954495)	(118, 0.11861405677986148)	(120, 0.12061598178880428)	(122, 0.12217010778258883)	(124, 0.12372423377637339)	(126, 0.12614761668193575)	(128, 0.12901879860265636)	(130, 0.13175827493068334)	(132, 0.134813844681175)	(134, 0.13728990982381478)	(136, 0.14024011510015155)	(138, 0.14297959142817857)
SRR16683564_2 - polyg	(1, 0.059531554602641264)	(2, 0.059646702677307886)	(3, 0.05987699882664112)	(4, 0.060107294975974355)	(5, 0.06051031323730752)	(6, 0.06062546131197413)	(7, 0.0610860536106406)	(8, 0.06154664590930707)	(9, 0.06160421994664038)	(10, 0.06215117330130682)	(12, 0.06252540454397332)	(14, 0.06284206174930652)	(16, 0.0629859968426398)	(18, 0.06330265404797299)	(20, 0.06370567230930615)	(22, 0.06433898671997254)	(24, 0.06479957901863902)	(26, 0.06543289342930542)	(28, 0.06574955063463861)	(30, 0.06655558715730495)	(32, 0.0676494938666378)	(34, 0.06822523423997089)	(36, 0.06880097461330398)	(38, 0.06963579815463695)	(40, 0.07041304765863662)	(42, 0.07104636206930302)	(44, 0.07144938033063618)	(46, 0.07211148175996923)	(48, 0.07317660145063545)	(50, 0.07392506393596845)	(52, 0.07447201729063489)	(54, 0.07513411871996795)	(56, 0.07665983070930063)	(58, 0.07746586723196694)	(60, 0.0784446258666332)	(62, 0.07930823642663283)	(64, 0.08025820804263242)	(66, 0.08066122630396558)	(68, 0.0810930315839654)	(70, 0.08166877195729849)	(72, 0.08207179021863165)	(74, 0.08258995655463143)	(76, 0.08305054885329789)	(78, 0.08333841903996445)	(80, 0.08388537239463087)	(82, 0.084374751711964)	(84, 0.0850080661226304)	(86, 0.08595803773862999)	(88, 0.08650499109329643)	(90, 0.08774283289596256)	(92, 0.08863523047462885)	(94, 0.08967156314662841)	(96, 0.09065032178129465)	(98, 0.0912548491732944)	(100, 0.09188816358396079)	(102, 0.09231996886396061)	(104, 0.0928957092372937)	(106, 0.09318357942396024)	(108, 0.09413355103995984)	(110, 0.09499716159995947)	(112, 0.0959183461972924)	(114, 0.09652287358929215)	(116, 0.09709861396262523)	(118, 0.09764556731729167)	(120, 0.09830766874662472)	(122, 0.09937278843729094)	(124, 0.10075456533329034)	(126, 0.10202119415462313)	(128, 0.10360448018128912)	(130, 0.10518776620795511)	(132, 0.10728921857062089)	(134, 0.10959218006395324)	(136, 0.11212543770661883)	(138, 0.11382387180795143)
SRR16683565_2 - polyg	(1, 0.06855781593726844)	(2, 0.06884635893363741)	(3, 0.06890406753291121)	(4, 0.0690194847314588)	(5, 0.07046219971330368)	(6, 0.07092386850749403)	(7, 0.07121241150386301)	(8, 0.07150095450023199)	(9, 0.07207804049296994)	(10, 0.0724820006878865)	(12, 0.07340533827626722)	(14, 0.07464607316065382)	(16, 0.074876907557749)	(18, 0.07516545055411797)	(20, 0.07545399355048694)	(22, 0.07591566234467731)	(24, 0.0770409800305163)	(26, 0.07770462892216495)	(28, 0.0782240063156291)	(30, 0.07894536380655154)	(32, 0.07972442989674777)	(34, 0.08076318468367608)	(36, 0.0817730851709675)	(38, 0.08260985986043753)	(40, 0.08307152865462789)	(42, 0.08379288614555032)	(44, 0.08439882643792516)	(46, 0.08517789252812141)	(48, 0.08613008441613901)	(50, 0.08739967360016251)	(52, 0.08829415688890632)	(54, 0.08930405737619773)	(56, 0.09028510356385226)	(58, 0.09143927554932815)	(60, 0.09239146743734578)	(62, 0.09305511632899441)	(64, 0.09374761952027996)	(66, 0.0944112684119286)	(68, 0.09510377160321414)	(70, 0.09596940059232106)	(72, 0.09677732098215419)	(74, 0.09772951287017181)	(76, 0.09862399615891562)	(78, 0.09992243964257602)	(80, 0.10087463153059364)	(82, 0.10194224061715884)	(84, 0.10272130670735508)	(86, 0.1036446442957358)	(88, 0.104712253382301)	(90, 0.10554902807177102)	(92, 0.10653007425942554)	(94, 0.10753997474671695)	(96, 0.10872300103182975)	(98, 0.10918466982602013)	(100, 0.10953092142166289)	(102, 0.11016571601367464)	(104, 0.11071394770677567)	(106, 0.11120447080060294)	(108, 0.11212780838898366)	(110, 0.11313770887627508)	(112, 0.11359937767046543)	(114, 0.11414760936356648)	(116, 0.11492667545376273)	(118, 0.11564803294468515)	(120, 0.11639824473524449)	(122, 0.117379290922899)	(124, 0.11870658870619628)	(126, 0.12003388648949356)	(128, 0.12141889287206466)	(130, 0.12303473365173091)	(132, 0.12522766042413513)	(134, 0.12779569309181898)	(136, 0.13062341445623496)	(138, 0.1323835267340857)
SRR16683566_2 - polyg	(1, 0.06679660849448064)	(2, 0.06685614201363795)	(3, 0.0670347425711098)	(4, 0.06733241016689627)	(5, 0.06804681239678376)	(6, 0.06822541295425563)	(7, 0.06840401351172751)	(8, 0.06858261406919938)	(9, 0.06888028166498583)	(10, 0.06932678305866552)	(12, 0.06992211825023843)	(14, 0.07033885288433947)	(16, 0.07099372159506967)	(18, 0.07191649114200768)	(20, 0.07224392549737278)	(22, 0.07263089337189518)	(24, 0.07352389615925455)	(26, 0.07402993107209152)	(28, 0.07477410006155766)	(30, 0.07548850229144516)	(32, 0.07605407072343942)	(34, 0.07694707351079878)	(36, 0.07804844361520867)	(38, 0.07920934723877585)	(40, 0.0798939827090847)	(42, 0.08034048410276437)	(44, 0.08081675225602271)	(46, 0.08132278716885968)	(48, 0.08185858884127531)	(50, 0.0825729910711628)	(52, 0.08307902598399977)	(54, 0.0835552941372581)	(56, 0.08403156229051642)	(58, 0.08465666424166798)	(60, 0.0855199002694487)	(62, 0.08620453573975756)	(64, 0.0868891712100664)	(66, 0.0876035734399539)	(68, 0.08837750918899868)	(70, 0.08927051197635805)	(72, 0.09022304828287471)	(74, 0.09096721727234085)	(76, 0.09156255246391376)	(78, 0.09206858737675072)	(80, 0.09314019072158197)	(82, 0.09415226054725592)	(84, 0.09516433037292987)	(86, 0.09605733316028925)	(88, 0.09689080242849132)	(90, 0.09751590437964286)	(92, 0.09811123957121579)	(94, 0.09888517532026056)	(96, 0.09945074375225482)	(98, 0.10025444626087826)	(100, 0.1006711808949793)	(102, 0.10102838200992305)	(104, 0.10207021859517565)	(106, 0.10254648674843397)	(108, 0.10299298814211366)	(110, 0.10364785685284386)	(112, 0.10436225908273135)	(114, 0.10540409566798395)	(116, 0.1063566319745006)	(118, 0.10713056772354539)	(120, 0.10835100486626986)	(122, 0.10939284145152245)	(124, 0.11073234563256151)	(126, 0.11278625204348805)	(128, 0.11448295733947084)	(130, 0.11626896291418957)	(132, 0.11829310256553748)	(134, 0.12031724221688538)	(136, 0.12278788326191295)	(138, 0.12567525894104156)
SRR16683567_2 - polyg	(1, 0.06083087449085499)	(2, 0.060935394893760236)	(3, 0.06114443569957073)	(4, 0.06145799690828648)	(5, 0.06198059892281273)	(6, 0.06203285912426535)	(7, 0.0621373795271706)	(8, 0.0623464203329811)	(9, 0.06245094073588635)	(10, 0.06281676214605472)	(12, 0.06326097385840204)	(14, 0.06425391768600189)	(16, 0.06477651970052814)	(18, 0.06540364211795963)	(20, 0.0657433334274017)	(22, 0.06613528493829637)	(24, 0.0668146675571805)	(26, 0.06725887926952781)	(28, 0.06772922108260143)	(30, 0.06799052208986456)	(32, 0.06856538430584341)	(34, 0.06927089702545386)	(36, 0.06997640974506428)	(38, 0.07057740206176946)	(40, 0.07102161377411678)	(42, 0.07198842750099033)	(44, 0.07272007032132707)	(46, 0.07329493253730594)	(48, 0.07392205495473744)	(50, 0.0744969171707163)	(52, 0.07538534059541094)	(54, 0.07645667472518973)	(56, 0.07692701653826335)	(58, 0.07734509814988436)	(60, 0.07805061086949477)	(62, 0.07886064399201045)	(64, 0.07943550620798934)	(66, 0.08037618983413658)	(68, 0.0812907433595575)	(70, 0.08199625607916794)	(72, 0.08275402900023099)	(74, 0.0831982407125783)	(76, 0.08416505443945185)	(78, 0.08536703907286222)	(80, 0.0862032022961042)	(82, 0.08688258491498832)	(84, 0.08750970733241982)	(86, 0.08826748025348288)	(88, 0.08918203377890381)	(90, 0.08999206690141949)	(92, 0.09132470203846141)	(94, 0.09223925556388235)	(96, 0.0927618575784086)	(98, 0.09357189070092428)	(100, 0.09459096462925046)	(102, 0.09558390845685032)	(104, 0.09644620178081863)	(106, 0.09709945429897643)	(108, 0.09793561752221842)	(110, 0.09903308175272355)	(112, 0.09947729346507085)	(114, 0.10010441588250235)	(116, 0.10120188011300746)	(118, 0.10237773464569151)	(120, 0.10326615807038614)	(122, 0.10436362230089125)	(124, 0.10577464774011211)	(126, 0.10713341297788034)	(128, 0.1087534792229117)	(130, 0.11089614748246931)	(132, 0.11340463715219529)	(134, 0.11609603752700545)	(136, 0.11850000679382619)	(138, 0.12108688676573111)
SRR16683568_2 - polyg	(1, 0.07872067163318898)	(2, 0.07877530082932582)	(3, 0.0789938176138732)	(4, 0.07932159279069424)	(5, 0.08014103073274687)	(6, 0.08046880590956793)	(7, 0.08063269349797844)	(8, 0.08063269349797844)	(9, 0.08068732269411528)	(10, 0.08104241246900476)	(12, 0.08134287304775739)	(14, 0.08208036719560474)	(16, 0.0822715693820837)	(18, 0.08281786134345212)	(20, 0.08303637812799948)	(22, 0.08355535549129947)	(24, 0.08432016423721526)	(26, 0.0850030291889258)	(28, 0.08552200655222578)	(30, 0.08601366931745735)	(32, 0.08636875909234683)	(34, 0.08710625324019419)	(36, 0.08795300578031524)	(38, 0.08863587073202576)	(40, 0.08970114005669419)	(42, 0.0903840050084047)	(44, 0.091312701342731)	(46, 0.09205019549057838)	(48, 0.09308815021717837)	(50, 0.09407147574764152)	(52, 0.09450850931673627)	(54, 0.09527331806265205)	(56, 0.09609275600470465)	(58, 0.0971853399274415)	(60, 0.09786820487915202)	(62, 0.09844181143858886)	(64, 0.09904273259609411)	(66, 0.09958902455746255)	(68, 0.1003265187053099)	(70, 0.10117327124543096)	(72, 0.10188345079520988)	(74, 0.10281214712953621)	(76, 0.10357695587545199)	(78, 0.1043690792194362)	(80, 0.10513388796535197)	(82, 0.10573480912285724)	(84, 0.10655424706490986)	(86, 0.10726442661468881)	(88, 0.10802923536060459)	(90, 0.1086847857142467)	(92, 0.10939496526402563)	(94, 0.11035097619642037)	(96, 0.11095189735392563)	(98, 0.11125235793267826)	(100, 0.11163476230563615)	(102, 0.11220836886507299)	(104, 0.11275466082644141)	(106, 0.1135194695723572)	(108, 0.1144481659066835)	(110, 0.1149671432699835)	(112, 0.11559537902555718)	(114, 0.11638750236954137)	(116, 0.11704305272318348)	(118, 0.11772591767489402)	(120, 0.11843609722467294)	(122, 0.12026617529525715)	(124, 0.12220551175811503)	(126, 0.12414484822097291)	(128, 0.12586566789928344)	(130, 0.12826935252930446)	(132, 0.1313285875129676)	(134, 0.1348521706637939)	(136, 0.13908593336439912)	(138, 0.1423090559364728)
SRR16683569_2 - polyg	(1, 0.08082246539749163)	(2, 0.08088492479888072)	(3, 0.08107230300304802)	(4, 0.08125968120721531)	(5, 0.08200919402388447)	(6, 0.08232149103082996)	(7, 0.08263378803777545)	(8, 0.08288362564333183)	(9, 0.08307100384749913)	(10, 0.08325838205166641)	(12, 0.0837580572627792)	(14, 0.08425773247389198)	(16, 0.0845387997801429)	(18, 0.0847261779843102)	(20, 0.08494478588917204)	(22, 0.08535077199820117)	(24, 0.08585044720931395)	(26, 0.08641258182181583)	(28, 0.08666241942737221)	(30, 0.08703717583570679)	(32, 0.08728701344126318)	(34, 0.08766176984959775)	(36, 0.08847374206765603)	(38, 0.08956678159196522)	(40, 0.09016014590516164)	(42, 0.09062859141557988)	(44, 0.09115949632738721)	(46, 0.09147179333433268)	(48, 0.09197146854544547)	(50, 0.09268975166142007)	(52, 0.0932831159746165)	(54, 0.09378279118572927)	(56, 0.09478214160795483)	(58, 0.095531654424624)	(60, 0.09609378903712587)	(62, 0.09674961275171139)	(64, 0.09731174736421326)	(66, 0.09774896317393694)	(68, 0.09831109778643882)	(70, 0.09887323239894069)	(72, 0.09956028581422076)	(74, 0.10040348773297356)	(76, 0.10118423025033728)	(78, 0.10159021635936641)	(80, 0.10215235097186828)	(82, 0.1026832558836756)	(84, 0.10312047169339929)	(86, 0.10374506570729025)	(88, 0.10449457852395942)	(90, 0.10549392894618498)	(92, 0.10583745565382502)	(94, 0.10627467146354869)	(96, 0.10693049517813422)	(98, 0.10733648128716335)	(100, 0.1083358317093889)	(102, 0.10899165542397442)	(104, 0.1094913306350872)	(106, 0.11002223554689453)	(108, 0.11067805926148004)	(110, 0.11142757207814921)	(112, 0.11205216609204018)	(114, 0.11283290860940388)	(116, 0.11380102933093489)	(118, 0.11508144705941138)	(120, 0.11608079748163694)	(122, 0.11739244491080797)	(124, 0.11857917353720082)	(126, 0.11976590216359366)	(128, 0.12185829211012841)	(130, 0.12360715534902314)	(132, 0.12563708589416878)	(134, 0.1281666916504272)	(136, 0.13063383800529654)	(138, 0.1327262279518313)
